acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,time,sensor,dir
-0.02,0.58,-0.82,-1.53,1.53,-1.08,47.6,473.84,-1404.11,144016867.0,gyro,
-0.02,0.58,-0.82,-1.59,1.48,-1.22,47.6,491.58,-1397.27,144023179.0,gyro,
-0.02,0.58,-0.82,-1.88,1.42,-1.27,47.6,491.58,-1397.27,144027043.0,gyro,
-0.02,0.58,-0.82,-1.65,1.46,-1.24,59.94,475.61,-1416.08,144032874.0,gyro,
-0.02,0.58,-0.82,-1.59,1.51,-1.16,59.94,475.61,-1416.08,144036759.0,gyro,
-0.02,0.57,-0.81,-1.92,1.42,-1.13,56.41,468.51,-1409.24,144043054.0,gyro,
-0.02,0.58,-0.81,-1.79,1.45,-1.14,56.41,468.51,-1409.24,144046927.0,gyro,
-0.02,0.58,-0.82,-1.37,1.57,-1.17,54.65,484.48,-1400.69,144053228.0,gyro,
-0.02,0.57,-0.82,-1.43,1.53,-1.13,54.65,484.48,-1400.69,144057100.0,gyro,
-0.02,0.58,-0.82,-1.83,1.46,-1.13,54.65,488.03,-1404.11,144062934.0,gyro,
-0.02,0.58,-0.81,-1.85,1.56,-1.14,54.65,488.03,-1404.11,144066807.0,gyro,
-0.02,0.58,-0.81,-1.62,1.53,-1.07,56.41,479.16,-1416.08,144073088.0,gyro,
-0.02,0.58,-0.82,-1.57,1.43,-1.05,56.41,479.16,-1416.08,144076969.0,gyro,
-0.02,0.58,-0.82,-1.66,1.42,-1.07,45.84,472.06,-1405.82,144082822.0,gyro,
-0.02,0.58,-0.82,-1.71,1.46,-1.13,45.84,472.06,-1405.82,144086697.0,gyro,
-0.02,0.58,-0.82,-1.56,1.46,-1.19,56.41,472.06,-1419.5,144092986.0,gyro,
-0.02,0.58,-0.82,-1.63,1.42,-1.16,56.41,472.06,-1419.5,144096867.0,gyro,
-0.02,0.58,-0.82,-1.91,1.37,-1.05,45.84,479.16,-1412.66,144103156.0,gyro,
-0.02,0.57,-0.81,-1.82,1.51,-1.1,45.84,479.16,-1412.66,144107025.0,gyro,
-0.02,0.58,-0.82,-1.53,1.53,-1.13,47.6,477.39,-1410.95,144112865.0,gyro,
-0.02,0.58,-0.82,-1.54,1.42,-1.02,47.6,477.39,-1410.95,144116735.0,gyro,
